Date,V1
2019-01-01,19.8622833333333
2019-01-02,19.2674645833333
2019-01-03,20.3223333333333
2019-01-04,20.0334583333333
2019-01-05,13.7134104166667
2019-01-06,11.1641833333333
2019-01-07,13.0850041666667
2019-01-08,15.50645
2019-01-09,14.7512708333333
2019-01-10,8.22285833333333
2019-01-11,8.34484166666667
2019-01-12,14.5011541666667
2019-01-13,18.1611479166667
2019-01-14,12.7068208333333
2019-01-15,9.23745416666667
2019-01-16,7.17558958333333
2019-01-17,7.83013333333333
2019-01-18,13.1269395833333
2019-01-19,16.1337979166667
2019-01-20,14.3019958333333
2019-01-21,5.63777291666667
2019-01-22,10.8067520833333
2019-01-23,16.8322729166667
2019-01-24,19.32521875
2019-01-25,9.18813333333333
2019-01-26,8.71811875
2019-01-27,8.13303958333333
2019-01-28,8.7457625
2019-01-29,8.16651875
2019-01-30,7.72724791666667
2019-01-31,5.94961041666667
2019-02-01,12.9382270833333
2019-02-02,16.2862916666667
2019-02-03,15.65153125
2019-02-04,15.6856895833333
2019-02-05,14.9447479166667
2019-02-06,17.1828270833333
2019-02-07,18.01343125
2019-02-08,18.8012333333333
2019-02-09,16.9438520833333
2019-02-10,16.8946395833333
2019-02-11,19.71778125
2019-02-12,20.84739375
2019-02-13,15.0027395833333
2019-02-14,10.7791770833333
2019-02-15,15.4172291666667
2019-02-16,17.4542229166667
2019-02-17,21.4563583333333
2019-02-18,22.8727104166667
2019-02-19,19.4601645833333
2019-02-20,19.4202791666667
2019-02-21,22.91288125
2019-02-22,22.1461875
2019-02-23,24.226475
2019-02-24,23.73755
2019-02-25,15.8208104166667
2019-02-26,15.6002979166667
2019-02-27,18.8633729166667
2019-02-28,19.70315625
2019-03-01,19.16815625
2019-03-02,18.6373458333333
2019-03-03,20.8287770833333
2019-03-04,19.6476
2019-03-05,10.3691125
2019-03-06,7.66923333333333
2019-03-07,8.90563333333333
2019-03-08,14.4693708333333
2019-03-09,17.5089208333333
2019-03-10,22.2551208333333
2019-03-11,21.3118354166667
2019-03-12,20.5644479166667
2019-03-13,18.3286541666667
2019-03-14,20.77549375
2019-03-15,21.38203125
2019-03-16,19.3926291666667
2019-03-17,14.1308791666667
2019-03-18,14.1488421052632
2019-03-19,NA
2019-03-20,NA
2019-03-21,20.5709055555556
2019-03-22,14.5979041666667
2019-03-23,15.0980458333333
2019-03-24,16.7096229166667
2019-03-25,19.78781875
2019-03-26,19.0059625
2019-03-27,16.1881520833333
2019-03-28,16.7175166666667
2019-03-29,17.1201833333333
2019-03-30,18.3647979166667
2019-03-31,19.9723166666667
2019-04-01,14.831325
2019-04-02,15.0358416666667
2019-04-03,14.5436770833333
2019-04-04,17.5253958333333
2019-04-05,20.6372541666667
2019-04-06,21.5501958333333
2019-04-07,22.3870458333333
2019-04-08,23.326
2019-04-09,23.1083979166667
2019-04-10,21.3327291666667
2019-04-11,21.3619041666667
2019-04-12,24.14214375
2019-04-13,25.57045625
2019-04-14,25.6356729166667
2019-04-15,20.07681875
2019-04-16,17.0033979166667
2019-04-17,20.1850791666667
2019-04-18,22.37911875
2019-04-19,22.5951555555556
2019-04-20,16.4646583333333
2019-04-21,16.1373833333333
2019-04-22,17.5595541666667
2019-04-23,19.3709333333333
2019-04-24,21.0719479166667
2019-04-25,21.7991895833333
2019-04-26,22.2447708333333
2019-04-27,19.7066375
2019-04-28,21.0450520833333
2019-04-29,22.31386875
2019-04-30,22.9852270833333
2019-05-01,24.1255104166667
2019-05-02,23.9754229166667
2019-05-03,23.8355583333333
2019-05-04,25.1697104166667
2019-05-05,23.59768125
2019-05-06,24.3780979166667
2019-05-07,24.9624270833333
2019-05-08,23.9934208333333
2019-05-09,23.82525
2019-05-10,25.4056854166667
2019-05-11,24.98023125
2019-05-12,26.1349666666667
2019-05-13,24.5673
2019-05-14,23.11193125
2019-05-15,22.1157458333333
2019-05-16,22.64908125
2019-05-17,24.34069375
2019-05-18,24.4934041666667
2019-05-19,24.0105125
2019-05-20,26.3604020833333
2019-05-21,27.6823208333333
2019-05-22,27.2834041666667
2019-05-23,25.3208020833333
2019-05-24,24.7586375
2019-05-25,26.7151208333333
2019-05-26,27.6519166666667
2019-05-27,29.0103229166667
2019-05-28,27.8107104166667
2019-05-29,26.6784708333333
2019-05-30,27.9421770833333
2019-05-31,26.979725
2019-06-01,27.6497229166667
2019-06-02,28.4116270833333
2019-06-03,28.7962458333333
2019-06-04,28.4665479166667
2019-06-05,26.4036333333333
2019-06-06,27.2375854166667
2019-06-07,26.3132125
2019-06-08,25.82519375
2019-06-09,23.9842333333333
2019-06-10,24.3724958333333
2019-06-11,25.797075
2019-06-12,25.2275729166667
2019-06-13,23.42195
2019-06-14,25.1305833333333
2019-06-15,25.5332958333333
2019-06-16,26.1685645833333
2019-06-17,24.7957875
2019-06-18,25.44033125
2019-06-19,25.1063708333333
2019-06-20,26.4814229166667
2019-06-21,28.7971583333333
2019-06-22,28.7540145833333
2019-06-23,28.7804583333333
2019-06-24,28.6799916666667
2019-06-25,29.13448125
2019-06-26,28.6758354166667
2019-06-27,27.2066145833333
2019-06-28,26.48776875
2019-06-29,26.0171875
2019-06-30,26.2880083333333
2019-07-01,27.3758604166667
2019-07-02,28.72214375
2019-07-03,28.2065041666667
2019-07-04,27.7897270833333
2019-07-05,25.7796729166667
2019-07-06,25.4832708333333
2019-07-07,26.02425
2019-07-08,26.9322958333333
2019-07-09,26.6456666666667
2019-07-10,26.848525
2019-07-11,27.0542583333333
2019-07-12,26.4409291666667
2019-07-13,26.3456791666667
